TimeStamp,TimeStamp_ms,msgCnt,lat,long,elev,DroppedPacketCount
2019/10/21-14:30:16.367,1.57167E+12,64,42.2448711,-83.5566042,190,0
2019/10/21-14:30:16.469,1.57167E+12,65,42.2448711,-83.5566042,190,0
2019/10/21-14:30:16.554,1.57167E+12,66,42.2448711,-83.5566042,190,0
2019/10/21-14:30:16.664,1.57167E+12,67,42.2448711,-83.5566042,190,0
2019/10/21-14:30:16.761,1.57167E+12,68,42.2448711,-83.5566042,190,0
2019/10/21-14:30:16.863,1.57167E+12,69,42.2448711,-83.5566042,190,0
2019/10/21-14:30:16.955,1.57167E+12,70,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.066,1.57167E+12,71,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.160,1.57167E+12,72,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.266,1.57167E+12,73,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.356,1.57167E+12,74,42.2448711,-83.5566042,190,1
2019/10/21-14:30:17.584,1.57167E+12,76,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.671,1.57167E+12,77,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.780,1.57167E+12,78,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.870,1.57167E+12,79,42.2448711,-83.5566042,190,0
2019/10/21-14:30:17.981,1.57167E+12,80,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.082,1.57167E+12,81,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.168,1.57167E+12,82,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.265,1.57167E+12,83,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.367,1.57167E+12,84,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.477,1.57167E+12,85,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.568,1.57167E+12,86,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.669,1.57167E+12,87,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.777,1.57167E+12,88,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.871,1.57167E+12,89,42.2448711,-83.5566042,190,0
2019/10/21-14:30:18.970,1.57167E+12,90,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.061,1.57167E+12,91,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.165,1.57167E+12,92,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.263,1.57167E+12,93,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.369,1.57167E+12,94,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.466,1.57167E+12,95,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.578,1.57167E+12,96,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.667,1.57167E+12,97,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.769,1.57167E+12,98,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.875,1.57167E+12,99,42.2448711,-83.5566042,190,0
2019/10/21-14:30:19.971,1.57167E+12,100,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.070,1.57167E+12,101,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.173,1.57167E+12,102,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.264,1.57167E+12,103,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.376,1.57167E+12,104,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.466,1.57167E+12,105,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.566,1.57167E+12,106,42.2448711,-83.5566042,190,1
2019/10/21-14:30:20.790,1.57167E+12,108,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.870,1.57167E+12,109,42.2448711,-83.5566042,190,0
2019/10/21-14:30:20.975,1.57167E+12,110,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.071,1.57167E+12,111,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.171,1.57167E+12,112,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.273,1.57167E+12,113,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.386,1.57167E+12,114,42.2448711,-83.5566042,190,2
2019/10/21-14:30:21.699,1.57167E+12,117,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.777,1.57167E+12,118,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.873,1.57167E+12,119,42.2448711,-83.5566042,190,0
2019/10/21-14:30:21.970,1.57167E+12,120,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.085,1.57167E+12,121,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.172,1.57167E+12,122,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.270,1.57167E+12,123,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.377,1.57167E+12,124,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.485,1.57167E+12,125,42.2448711,-83.5566042,190,1
2019/10/21-14:30:22.704,1.57167E+12,127,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.780,1.57167E+12,0,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.878,1.57167E+12,1,42.2448711,-83.5566042,190,0
2019/10/21-14:30:22.976,1.57167E+12,2,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.079,1.57167E+12,3,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.184,1.57167E+12,4,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.275,1.57167E+12,5,42.2448711,-83.5566042,190,1
2019/10/21-14:30:23.494,1.57167E+12,7,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.585,1.57167E+12,8,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.683,1.57167E+12,9,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.788,1.57167E+12,10,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.887,1.57167E+12,11,42.2448711,-83.5566042,190,0
2019/10/21-14:30:23.982,1.57167E+12,12,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.077,1.57167E+12,13,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.180,1.57167E+12,14,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.284,1.57167E+12,15,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.388,1.57167E+12,16,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.477,1.57167E+12,17,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.577,1.57167E+12,18,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.686,1.57167E+12,19,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.782,1.57167E+12,20,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.896,1.57167E+12,21,42.2448711,-83.5566042,190,0
2019/10/21-14:30:24.991,1.57167E+12,22,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.081,1.57167E+12,23,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.177,1.57167E+12,24,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.280,1.57167E+12,25,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.384,1.57167E+12,26,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.488,1.57167E+12,27,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.578,1.57167E+12,28,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.691,1.57167E+12,29,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.785,1.57167E+12,30,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.882,1.57167E+12,31,42.2448711,-83.5566042,190,0
2019/10/21-14:30:25.999,1.57167E+12,32,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.091,1.57167E+12,33,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.180,1.57167E+12,34,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.282,1.57167E+12,35,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.388,1.57167E+12,36,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.485,1.57167E+12,37,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.587,1.57167E+12,38,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.687,1.57167E+12,39,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.791,1.57167E+12,40,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.885,1.57167E+12,41,42.2448711,-83.5566042,190,0
2019/10/21-14:30:26.983,1.57167E+12,42,42.2448711,-83.5566042,190,0
2019/10/21-14:30:27.097,1.57167E+12,43,42.2448711,-83.5566042,190,0
2019/10/21-14:30:27.194,1.57167E+12,44,42.2448711,-83.5566042,190,0
2019/10/21-14:30:27.291,1.57167E+12,45,42.2448711,-83.5566042,190,0
2019/10/21-14:30:27.392,1.57167E+12,46,42.2448711,-83.5566042,190,0
2019/10/21-14:30:27.489,1.57167E+12,47,42.2448711,-83.5566042,190,0
2019/10/21-14:30:27.584,1.57167E+12,48,42.2448711,-83.5566042,190,5
2019/10/21-14:30:28.219,1.57167E+12,54,42.2448711,-83.5566042,190,4
2019/10/21-14:30:28.709,1.57167E+12,59,42.2448711,-83.5566042,190,0
2019/10/21-14:30:28.807,1.57167E+12,60,42.2448711,-83.5566042,190,6
